small_target,small_area,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,selection,success,wrong
0,0,1,1,1,0.0,1.44218,1.511321,-1.039559,4.651368,0.101304,0.8426456,0.212885,-0.01344331,0.07504688,0.9970894,-0.03767958,-0.005962937,0.02028378,0.9990661,0,0,0
0,0,1,1,2,0.027,1.44218,1.511321,-1.039559,4.651368,0.1011319,0.8442457,0.2131417,-0.01601203,0.0811365,0.9965744,-0.04076723,-0.007130652,0.02166321,0.9989083,0,0,0
0,0,1,1,3,0.082,1.44218,1.511321,-1.039559,4.651368,0.1010532,0.8464327,0.2138364,-0.0136213,0.08988616,0.9958589,-0.045135,-0.005777956,0.02304672,0.9986984,0,0,0
0,0,1,1,4,0.124,1.44218,1.511321,-1.039559,4.651368,0.1007999,0.8472092,0.2144691,-0.02050866,0.09189792,0.9955572,-0.04623885,-0.009130269,0.02458907,0.998586,0,0,0
0,0,1,1,5,0.18,1.44218,1.511321,-1.039559,4.651368,0.1006075,0.847973,0.2151187,-0.02183494,0.0958614,0.9951552,-0.0482674,-0.009626507,0.02706094,0.9984213,0,0,0
0,0,1,1,6,0.236,1.44218,1.511321,-1.039559,4.651368,0.1005293,0.8483725,0.2159183,-0.02385369,0.09498162,0.9951932,-0.04785331,-0.01065197,0.02699007,0.9984328,0,0,0
0,0,1,1,7,0.277,1.44218,1.511321,-1.039559,4.651368,0.1005106,0.8483557,0.2164577,-0.02456649,0.09332202,0.9953328,-0.04703111,-0.01102939,0.02701953,0.998467,0,0,0
0,0,1,1,8,0.333,1.44218,1.511321,-1.039559,4.651368,0.1003158,0.8471519,0.2173772,-0.02678253,0.08706871,0.9958422,-0.04393008,-0.01220802,0.02732769,0.9985862,0,0,0
0,0,1,1,9,0.375,1.44218,1.511321,-1.039559,4.651368,0.1002927,0.8461013,0.2178906,-0.02548807,0.08556379,0.9960066,-0.04316981,-0.01153496,0.02838212,0.9985979,0,0,0
0,0,1,1,10,0.431,1.44218,1.511321,-1.039559,4.651368,0.1004501,0.8446059,0.2190658,-0.02340101,0.07911144,0.9965911,-0.039909,-0.01057041,0.02865143,0.9987366,0,0,0
0,0,1,1,11,0.486,1.44218,1.511321,-1.039559,4.651368,0.1008947,0.8438797,0.2198236,-0.02084189,0.07703858,0.9968103,-0.03882964,-0.009334593,0.02826534,0.9988023,0,0,0
0,0,1,1,12,0.528,1.44218,1.511321,-1.039559,4.651368,0.1027241,0.8419449,0.2215098,-0.01138526,0.07325079,0.9972486,-0.03680684,-0.004579812,0.03037702,0.9988501,0,0,0
0,0,1,1,13,0.584,1.44218,1.511321,-1.039559,4.651368,0.1108187,0.8360385,0.225863,0.05490695,0.04362176,0.9975381,-0.02089684,0.02818235,0.03330109,0.9988294,0,0,0
0,0,1,1,14,0.626,1.44218,1.511321,-1.039559,4.651368,0.120578,0.8289562,0.2289323,0.1087728,-0.01870976,0.9938905,0.009714874,0.05440906,0.006339934,0.9984514,0,0,0
0,0,1,1,15,0.681,1.44218,1.511321,-1.039559,4.651368,0.1332751,0.8178416,0.2320514,0.1515012,-0.09760474,0.9836263,0.04738761,0.07707959,-0.02101257,0.9956764,0,0,0
0,0,1,1,16,0.737,1.44218,1.511321,-1.039559,4.651368,0.1435842,0.8101126,0.2328201,0.2118351,-0.1152268,0.9704889,0.05673728,0.1074078,-0.01210768,0.992521,0,0,0
0,0,1,1,17,0.779,1.44218,1.511321,-1.039559,4.651368,0.1499939,0.8065891,0.2331921,0.235118,-0.1265079,0.9636987,0.06218447,0.1195145,-0.01374171,0.9907879,0,0,0
