manual_click,small_target,small_area,method,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,cursor_x,cursor_y,cursor_z,inferred_idx,selection,success,wrong
0,1,0,3,1,1,1,0.0,1.269514,-1.033864,0.5226423,4.863946,0.07436451,0.7937691,-0.02592464,-0.007628186,0.09020389,0.9958941,0.04479278,0.006823054,0.06667934,-0.9967452,0.03587058,1.248963,4.999632,-1,0,0,0
0,1,0,3,1,1,2,0.037,1.269514,-1.033864,0.5226423,4.863946,0.07399261,0.7932019,-0.02587593,-0.01178368,0.08253592,0.9965184,0.04080668,0.008695032,0.06801508,-0.9968115,0.01456276,1.209464,4.999969,-1,0,0,0
0,1,0,3,1,1,3,0.076,1.269514,-1.033864,0.5226423,4.863946,0.07326007,0.792178,-0.02581079,-0.01672743,0.07525316,0.9970242,0.03702494,0.0108203,0.06550383,-0.9971065,-0.0110582,1.171508,4.999907,-1,0,0,0
0,1,0,3,1,1,4,0.132,1.269514,-1.033864,0.5226423,4.863946,0.07332744,0.7914882,-0.02563724,-0.01555358,0.07068709,0.9973773,0.03476713,0.01012972,0.06683377,-0.9971068,-0.005040459,1.14765,4.999723,-1,0,0,0
0,1,0,3,1,1,5,0.174,1.269514,-1.033864,0.5226423,4.863946,0.07365611,0.7913633,-0.02552231,-0.014062,0.0686132,0.9975442,0.03376079,0.009385876,0.06891968,-0.9970067,0.002818868,1.137002,4.999602,-1,0,0,0
0,1,0,3,1,1,6,0.23,1.269514,-1.033864,0.5226423,4.863946,0.07367994,0.7913849,-0.02547756,-0.01333782,0.06935534,0.9975029,0.03416193,0.009029779,0.06832495,-0.9970372,0.006487943,1.140777,4.999645,-1,0,0,0
0,1,0,3,1,1,7,0.273,1.269514,-1.033864,0.5226423,4.863946,0.07370127,0.7914914,-0.02555761,-0.01259702,0.07001519,0.9974664,0.03451559,0.008688059,0.06848017,-0.9970174,0.01023746,1.144228,4.999679,-1,0,0,0
0,1,0,3,1,1,8,0.326,1.269514,-1.033864,0.5226423,4.863946,0.07353712,0.7918394,-0.02581564,-0.01311616,0.07264096,0.9972719,0.0358097,0.009039458,0.06852739,-0.9969653,0.007439785,1.157905,4.999817,-1,0,0,0
0,1,0,3,1,1,9,0.381,1.269514,-1.033864,0.5226423,4.863946,0.07322206,0.7919482,-0.02596528,-0.01342286,0.0745047,0.9971303,0.03674564,0.009197711,0.06692079,-0.997039,0.005566552,1.167476,4.999891,-1,0,0,0
0,1,0,3,1,1,10,0.423,1.269514,-1.033864,0.5226423,4.863946,0.07328006,0.7918126,-0.02587252,-0.01229449,0.07320031,0.9972415,0.03612892,0.008600189,0.06719162,-0.9970487,0.01132065,1.160713,4.999833,-1,0,0,0
0,1,0,3,1,1,11,0.478,1.269514,-1.033864,0.5226423,4.863946,0.07263508,0.7926027,-0.0266754,-0.0231308,0.08055305,0.9964819,0.03941221,0.01434326,0.06928662,-0.9967148,-0.04404195,1.198931,4.999806,-1,0,0,0
0,1,0,3,1,1,12,0.537,1.269514,-1.033864,0.5226423,4.863946,0.06587058,0.7966695,-0.03216835,-0.08712264,0.1218098,0.9887224,0.05792182,0.04778965,0.06871545,-0.9948062,-0.375893,1.414317,4.981243,-1,0,0,0
