small_target,small_area,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,selection,success,wrong
1,1,1,1,1,0.0,1.107443,-0.1254918,-0.2512216,4.992108,0.09738036,0.8169079,0.3702545,-0.02132693,-0.1878774,0.9819609,0.09111509,-0.02678782,0.1712737,0.9806354,0,0,0
1,1,1,1,2,0.054,1.107443,-0.1254918,-0.2512216,4.992108,0.09741019,0.8170006,0.3702454,-0.02369413,-0.1884443,0.981798,0.09122055,-0.02792507,0.1703621,0.9807526,0,0,0
1,1,1,1,3,0.096,1.107443,-0.1254918,-0.2512216,4.992108,0.09691524,0.8170533,0.3698871,-0.02624753,-0.1832655,0.982713,0.08836211,-0.02890753,0.1722951,0.9806482,0,0,0
1,1,1,1,4,0.151,1.107443,-0.1254918,-0.2512216,4.992108,0.09668478,0.8168227,0.3698435,-0.02488154,-0.1797361,0.9834002,0.08659557,-0.02830438,0.1766695,0.9800449,0,0,0
1,1,1,1,5,0.207,1.107443,-0.1254918,-0.2512216,4.992108,0.09682825,0.8171811,0.3699049,-0.02511684,-0.1789784,0.9835323,0.08626381,-0.02814935,0.1743692,0.9804904,0,0,0
1,1,1,1,6,0.249,1.107443,-0.1254918,-0.2512216,4.992108,0.09696563,0.8174297,0.3700052,-0.02433952,-0.1749973,0.984268,0.08436205,-0.02736854,0.1739189,0.980758,0,0,0
1,1,1,1,7,0.305,1.107443,-0.1254918,-0.2512216,4.992108,0.09705792,0.8194318,0.3698023,-0.0315228,-0.1480373,0.9884793,0.07045791,-0.02821424,0.1697575,0.982559,0,0,0
1,1,1,1,8,0.346,1.107443,-0.1254918,-0.2512216,4.992108,0.09748829,0.8252937,0.3685238,-0.03344586,-0.06269586,0.9974721,0.02803954,-0.02185705,0.1711069,0.9846109,0,0,0
1,1,1,1,9,0.402,1.107443,-0.1254918,-0.2512216,4.992108,0.09892763,0.8311428,0.3673624,-0.04110573,0.03903266,0.9983921,-0.02273815,-0.01693903,0.1700923,0.98502,0,0,0
1,1,1,1,10,0.444,1.107443,-0.1254918,-0.2512216,4.992108,0.09992065,0.8318049,0.3678533,-0.03411803,0.04480329,0.998413,-0.02496822,-0.01304075,0.1686244,0.9852779,0,0,0
1,1,1,1,11,0.5,1.107443,-0.1254918,-0.2512216,4.992108,0.09916873,0.8316823,0.3673775,-0.03313923,0.0513864,0.9981289,-0.02822417,-0.01178831,0.1761329,0.983891,0,0,0
1,1,1,1,12,0.555,1.107443,-0.1254918,-0.2512216,4.992108,0.09888075,0.8317766,0.3668951,-0.03458768,0.0593241,0.9976394,-0.03229911,-0.01170789,0.1790176,0.9832459,0,0,0
1,1,1,1,13,0.597,1.107443,-0.1254918,-0.2512216,4.992108,0.09928745,0.8321575,0.3668222,-0.03500953,0.05963176,0.9976063,-0.03244667,-0.01200206,0.1755622,0.9838603,0,0,0
1,1,1,1,14,0.653,1.107443,-0.1254918,-0.2512216,4.992108,0.09985273,0.8325161,0.3669609,-0.03539507,0.05949492,0.9976009,-0.03238001,-0.0122918,0.1728948,0.9843311,0,0,0
1,1,1,1,15,0.695,1.107443,-0.1254918,-0.2512216,4.992108,0.09980362,0.8323234,0.3669107,-0.03809375,0.05558468,0.997727,-0.03069185,-0.01394631,0.1733261,0.9842874,0,0,0
1,1,1,1,16,0.75,1.107443,-0.1254918,-0.2512216,4.992108,0.09919775,0.8318838,0.3665565,-0.04578949,0.04754103,0.9978192,-0.02741523,-0.01840654,0.1743695,0.9841265,0,0,0
1,1,1,1,17,0.806,1.107443,-0.1254918,-0.2512216,4.992108,0.0987631,0.8314798,0.3663223,-0.05156332,0.04495968,0.9976572,-0.02670655,-0.02140489,0.177018,0.9836124,0,0,0
1,1,1,1,18,0.848,1.107443,-0.1254918,-0.2512216,4.992108,0.09862287,0.8312715,0.3661937,-0.05255301,0.0443537,0.9976327,-0.02653847,-0.02189471,0.1789204,0.9832618,0,0,0
1,1,1,1,19,0.904,1.107443,-0.1254918,-0.2512216,4.992108,0.09863991,0.8312913,0.366114,-0.05274794,0.04397354,0.9976392,-0.02637484,-0.02201739,0.1791921,0.983214,0,0,0
1,1,1,1,20,0.945,1.107443,-0.1254918,-0.2512216,4.992108,0.09870768,0.8313391,0.366124,-0.05237859,0.04305276,0.9976988,-0.02589885,-0.0219052,0.179676,0.9831409,0,0,0
1,1,1,1,21,1.001,1.107443,-0.1254918,-0.2512216,4.992108,0.0987182,0.8313916,0.3661043,-0.05234009,0.04305523,0.9977008,-0.02590632,-0.0218745,0.1801133,0.9830613,0,0,0
1,1,1,1,22,1.057,1.107443,-0.1254918,-0.2512216,4.992108,0.09878618,0.8313924,0.3661362,-0.05135872,0.04174278,0.9978075,-0.02516869,-0.0215124,0.1799979,0.9831096,0,0,0
1,1,1,1,23,1.098,1.107443,-0.1254918,-0.2512216,4.992108,0.0989529,0.8312933,0.3662994,-0.04996845,0.03904644,0.9979872,-0.02370478,-0.02108231,0.1795056,0.9832453,0,0,0
1,1,1,1,24,1.154,1.107443,-0.1254918,-0.2512216,4.992108,0.09901663,0.8310994,0.3664024,-0.04894453,0.03420277,0.9982157,-0.02120494,-0.02103557,0.1784416,0.9834971,0,0,0
1,1,1,1,25,1.196,1.107443,-0.1254918,-0.2512216,4.992108,0.09896734,0.8309242,0.3664691,-0.05041513,0.03053521,0.9982615,-0.01951472,-0.02210097,0.1777221,0.9836389,0,0,0
1,1,1,1,26,1.252,1.107443,-0.1254918,-0.2512216,4.992108,0.09884968,0.8308812,0.3663579,-0.05157468,0.02865696,0.9982579,-0.01868657,-0.02284433,0.1774321,0.9836903,0,0,0
1,1,1,1,27,1.307,1.107443,-0.1254918,-0.2512216,4.992108,0.09877037,0.8305299,0.3663461,-0.05203793,0.02434764,0.9983482,-0.0166099,-0.02345169,0.1776015,0.9836828,0,0,0
1,1,1,1,28,1.349,1.107443,-0.1254918,-0.2512216,4.992108,0.09866668,0.8304684,0.3663118,-0.0529292,0.02376844,0.9983153,-0.01641088,-0.02393747,0.1778769,0.9836247,0,0,0
1,1,1,1,29,1.405,1.107443,-0.1254918,-0.2512216,4.992108,0.09880929,0.8305767,0.3663516,-0.05167713,0.02464973,0.9983596,-0.01673182,-0.02324334,0.1778274,0.9836448,0,0,0
1,1,1,1,30,1.447,1.107443,-0.1254918,-0.2512216,4.992108,0.09901728,0.8307135,0.3663868,-0.05009867,0.0260006,0.9984058,-0.01724852,-0.02235175,0.1774962,0.9837164,0,0,0
1,1,1,1,31,1.502,1.107443,-0.1254918,-0.2512216,4.992108,0.09922538,0.8308188,0.366468,-0.04799759,0.02806738,0.998453,-0.01806945,-0.0211419,0.1770508,0.9838087,0,0,0
1,1,1,1,32,1.544,1.107443,-0.1254918,-0.2512216,4.992108,0.09948231,0.8308689,0.3664568,-0.0492922,0.02738617,0.9984089,-0.0178039,-0.02187659,0.175019,0.984161,0,0,0
1,1,1,1,33,1.6,1.107443,-0.1254918,-0.2512216,4.992108,0.09954648,0.8309069,0.3666292,-0.04693909,0.02857651,0.9984889,-0.01818321,-0.02061348,0.1750011,0.9841845,0,0,0
1,1,1,1,34,1.656,1.107443,-0.1254918,-0.2512216,4.992108,0.09967537,0.8308306,0.3668064,-0.04576695,0.02705151,0.9985858,-0.01731269,-0.02018341,0.1742026,0.9843507,0,0,0
1,1,1,1,35,1.697,1.107443,-0.1254918,-0.2512216,4.992108,0.09968562,0.8307593,0.3668736,-0.04588829,0.02629536,0.9986004,-0.01694844,-0.02031097,0.1740896,0.9843745,0,0,0
1,1,1,1,36,1.753,1.107443,-0.1254918,-0.2512216,4.992108,0.09962561,0.8307585,0.3668846,-0.04633375,0.02744446,0.9985489,-0.01755687,-0.02042758,0.1742531,0.9843324,0,0,0
1,1,1,1,37,1.795,1.107443,-0.1254918,-0.2512216,4.992108,0.09958929,0.8307522,0.3668766,-0.04670298,0.02867455,0.9984972,-0.01819647,-0.02050129,0.1743139,0.9843085,0,0,0
1,1,1,1,38,1.851,1.107443,-0.1254918,-0.2512216,4.992108,0.09953289,0.8308,0.3668075,-0.04720762,0.02996152,0.9984357,-0.01887107,-0.02064116,0.1741412,0.9843234,0,0,0
1,1,1,1,39,1.906,1.107443,-0.1254918,-0.2512216,4.992108,0.09954868,0.8309349,0.366952,-0.04698341,0.03103071,0.9984136,-0.01937082,-0.02044474,0.1737814,0.9843814,0,0,0
1,1,1,1,40,1.948,1.107443,-0.1254918,-0.2512216,4.992108,0.09953564,0.8309772,0.3670005,-0.0469997,0.03138893,0.9984016,-0.01954699,-0.02042335,0.1736963,0.9843934,0,0,0
1,1,1,1,41,1.963,1.107443,-0.1254918,-0.2512216,4.992108,0.09952307,0.8309526,0.3670099,-0.04688179,0.03167904,0.998398,-0.01968444,-0.02033545,0.1739274,0.9843517,1,1,0
1,1,1,2,1,0.0,1.107443,0.1256108,-0.1256505,4.996843,0.1031557,0.8173335,0.3651014,-0.02232224,-0.1706246,0.9850832,0.08231635,-0.02612285,0.1756222,0.9806623,0,0,0
1,1,1,2,2,0.055,1.107443,0.1256108,-0.1256505,4.996843,0.1027287,0.8159467,0.3650931,-0.02322766,-0.1857893,0.9823151,0.08971869,-0.02816096,0.178007,0.9795259,0,0,0
1,1,1,2,3,0.097,1.107443,0.1256108,-0.1256505,4.996843,0.1025581,0.8154843,0.3650899,-0.02347201,-0.1893611,0.9816269,0.0914465,-0.02870661,0.1790382,0.9791622,0,0,0
1,1,1,2,4,0.152,1.107443,0.1256108,-0.1256505,4.996843,0.1025702,0.8155488,0.3650791,-0.02269624,-0.1858723,0.9823117,0.08974166,-0.02811694,0.1803096,0.9791038,0,0,0
1,1,1,2,5,0.208,1.107443,0.1256108,-0.1256505,4.996843,0.1027807,0.8157053,0.3651575,-0.02285559,-0.186174,0.9822509,0.08993005,-0.02805583,0.1784802,0.9794233,0,0,0
1,1,1,2,6,0.25,1.107443,0.1256108,-0.1256505,4.996843,0.1026416,0.8155708,0.3651603,-0.02310149,-0.1848565,0.9824939,0.08920895,-0.02819189,0.1799719,0.9792124,0,0,0
1,1,1,2,7,0.306,1.107443,0.1256108,-0.1256505,4.996843,0.1026753,0.8156627,0.3651619,-0.02334067,-0.1832494,0.9827893,0.08838426,-0.02817025,0.1800763,0.9792686,0,0,0
1,1,1,2,8,0.347,1.107443,0.1256108,-0.1256505,4.996843,0.1028284,0.8164594,0.3651965,-0.0204372,-0.1742682,0.9844861,0.08416691,-0.02593969,0.1805046,0.979623,0,0,0
1,1,1,2,9,0.403,1.107443,0.1256108,-0.1256505,4.996843,0.104094,0.8209895,0.3644989,-0.02852783,-0.08996936,0.9955359,0.04182525,-0.02197067,0.1755112,0.9833432,0,0,0
1,1,1,2,10,0.459,1.107443,0.1256108,-0.1256505,4.996843,0.1064422,0.8250368,0.3642219,-0.003896891,0.004616236,0.9999818,-0.002602529,-0.001533225,0.1679123,0.9857972,0,0,0
