manual_click,small_target,small_area,method,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,cursor_x,cursor_y,cursor_z,inferred_idx,selection,success,wrong
0,1,1,1,1,1,1,0.0,1.180076,0.1256108,0.1256505,4.996843,0.04392234,0.9601522,0.3184131,-0.07059267,0.003887763,0.9974977,-0.01539873,-0.03184422,0.384932,0.9222669,-0.2864613,0.9783475,4.986843,-1,0,0,0
0,1,1,1,1,1,2,0.054,1.180076,0.1256108,0.1256505,4.996843,0.05876695,0.8951778,0.3715852,-0.01251724,-0.2115803,0.9772804,0.1020148,-0.03086679,0.2312486,0.967039,0.001589745,-0.07129484,4.83568,-1,0,0,0
0,1,1,1,1,1,3,0.096,1.180076,0.1256108,0.1256505,4.996843,0.05797857,0.896165,0.3709878,-0.01829524,-0.2042364,0.9787506,0.09768872,-0.03288773,0.2319895,0.9672415,-0.02564082,-0.03730851,4.844421,-1,0,0,0
0,1,1,1,1,1,4,0.152,1.180076,0.1256108,0.1256505,4.996843,0.05625249,0.8966116,0.3696506,-0.02691241,-0.217114,0.9757752,0.103066,-0.03859787,0.2314315,0.966606,-0.06673256,-0.09556192,4.828775,-1,0,0,0
0,1,1,1,1,1,5,0.193,1.180076,0.1256108,0.1256505,4.996843,0.05557804,0.896507,0.3694739,-0.03312327,-0.2194782,0.975055,0.1036234,-0.04165,0.22886,0.9670318,-0.09579082,-0.1064789,4.825343,-1,0,0,0
0,1,1,1,1,1,6,0.249,1.180076,0.1256108,0.1256505,4.996843,0.05572734,0.8968635,0.3698016,-0.02215505,-0.2084162,0.9777893,0.09928499,-0.03532499,0.2324388,0.9668851,-0.04554844,-0.05585432,4.839499,-1,0,0,0
0,1,1,1,1,1,7,0.291,1.180076,0.1256108,0.1256505,4.996843,0.05579012,0.896714,0.3696234,-0.02431626,-0.2133037,0.9766833,0.1014324,-0.03701126,0.2328023,0.9665117,-0.05534712,-0.0781889,4.833546,-1,0,0,0
0,1,1,1,1,1,8,0.346,1.180076,0.1256108,0.1256505,4.996843,0.05563716,0.8990343,0.3695993,-0.02241106,-0.1995356,0.9796343,0.09494144,-0.03419046,0.2305086,0.9678238,-0.04686664,-0.01360244,4.850255,-1,0,0,0
0,1,1,1,1,1,9,0.402,1.180076,0.1256108,0.1256505,4.996843,0.05539577,0.9000501,0.3693173,-0.02498746,-0.1980862,0.9798661,0.09390392,-0.03534154,0.2311644,0.9677272,-0.05891619,-0.006149232,4.851982,-1,0,0,0
0,1,1,1,1,1,10,0.444,1.180076,0.1256108,0.1256505,4.996843,0.05505053,0.9008996,0.3689126,-0.02496674,-0.1960778,0.9802704,0.09286655,-0.03522185,0.2325268,0.9675053,-0.05919176,0.0036906,4.854414,-1,0,0,0
0,1,1,1,1,1,11,0.5,1.180076,0.1256108,0.1256505,4.996843,0.05468037,0.9049678,0.3687813,-0.02004793,-0.1798525,0.9834893,0.08565915,-0.03029636,0.22601,0.9698784,-0.03713771,0.08125603,4.873093,-1,0,0,0
0,1,1,1,1,1,12,0.542,1.180076,0.1256108,0.1256505,4.996843,0.0549726,0.9088259,0.3689246,-0.01388076,-0.1672615,0.9858149,0.08030733,-0.02536355,0.2204854,0.9717478,-0.008641824,0.1422798,4.886835,-1,0,0,0
0,1,1,1,1,1,13,0.598,1.180076,0.1256108,0.1256505,4.996843,0.0556521,0.9163049,0.3686601,-0.005634643,-0.1398279,0.9901598,0.06794775,-0.01741288,0.2085266,0.9754981,0.02978902,0.274493,4.913507,-1,0,0,0
0,1,1,1,1,1,14,0.653,1.180076,0.1256108,0.1256505,4.996843,0.056417,0.9242646,0.3676043,-0.003287999,-0.1248788,0.9921666,0.06109402,-0.01357372,0.1907453,0.9796425,0.04130698,0.350383,4.927114,45,0,0,0
0,1,1,1,1,1,15,0.695,1.180076,0.1256108,0.1256505,4.996843,0.05657177,0.930859,0.3663499,-0.0006765984,-0.09576812,0.9954035,0.04705515,-0.009170189,0.1841321,0.9817317,0.05345681,0.4899569,4.949039,45,0,0,0
0,1,1,1,1,1,16,0.75,1.180076,0.1256108,0.1256505,4.996843,0.05689374,0.9394937,0.3639147,-0.005226424,-0.07200442,0.9973906,0.03506388,-0.008672624,0.1690856,0.9849393,0.03278546,0.6073542,4.964644,45,0,0,0
0,1,1,1,1,1,17,0.793,1.180076,0.1256108,0.1256505,4.996843,0.05712432,0.9455255,0.3620294,-0.005848988,-0.0489597,0.9987836,0.02370771,-0.006791921,0.1593792,0.9869094,0.0301,0.7193151,4.97675,45,0,0,0
0,1,1,1,1,1,18,0.848,1.180076,0.1256108,0.1256505,4.996843,0.05769615,0.9517049,0.3595504,-0.001670934,-0.03128191,0.9995092,0.01533833,-0.003183305,0.1506749,0.9884592,0.04996474,0.8069636,4.984278,45,0,0,0
0,1,1,1,1,1,19,0.904,1.180076,0.1256108,0.1256505,4.996843,0.05832371,0.9579261,0.357383,-0.001530462,-0.01033504,0.9999454,0.005014823,-0.001463256,0.1364589,0.990632,0.05123126,0.9100316,4.991322,38,0,0,0
0,1,1,1,1,1,20,0.946,1.180076,0.1256108,0.1256505,4.996843,0.05899074,0.9617321,0.355949,0.006580508,0.001163349,0.9999776,-0.0001390292,0.0033384,0.132962,0.9911155,0.08951065,0.9671276,4.993772,39,0,0,0
0,1,1,1,1,1,21,1.001,1.180076,0.1256108,0.1256505,4.996843,0.05890288,0.9658514,0.3538498,0.001207319,0.0178217,0.9998404,-0.008759616,0.001744451,0.1285722,0.9916599,0.06450988,1.048619,4.997292,32,0,0,0
0,1,1,1,1,1,22,1.043,1.180076,0.1256108,0.1256505,4.996843,0.05886034,0.968504,0.3528685,0.006017371,0.0266734,0.9996261,-0.01285842,0.004649264,0.1247302,0.9920965,0.08682281,1.092454,4.998089,32,0,0,0
0,1,1,1,1,1,23,1.099,1.180076,0.1256108,0.1256505,4.996843,0.05811097,0.9712219,0.3514227,-0.002900608,0.03563487,0.9993607,-0.01786438,0.0007283099,0.1216436,0.9924128,0.04462038,1.136958,4.999403,31,0,0,0
0,1,1,1,1,1,24,1.154,1.180076,0.1256108,0.1256505,4.996843,0.05800819,0.9730096,0.3511124,0.0005288674,0.03840939,0.999262,-0.01903545,0.002584156,0.1208432,0.9924858,0.06046834,1.151679,4.999401,24,0,0,0
0,1,1,1,1,1,25,1.196,1.180076,0.1256108,0.1256505,4.996843,0.05798157,0.9754595,0.3501983,0.0003373809,0.05000859,0.9987487,-0.02481929,0.003104412,0.1173798,0.9927721,0.05955216,1.208263,4.999639,24,0,0,0
0,1,1,1,1,1,26,1.252,1.180076,0.1256108,0.1256505,4.996843,0.05815189,0.9769776,0.3492311,0.00414698,0.0572234,0.9983528,-0.02818576,0.005400901,0.1166649,0.9927567,0.07746708,1.243504,4.999211,25,0,0,0
0,1,1,1,1,1,27,1.293,1.180076,0.1256108,0.1256505,4.996843,0.05815496,0.9781473,0.3484453,0.00689603,0.05761855,0.9983149,-0.02825555,0.006648105,0.1116835,0.9933198,0.09027924,1.246556,4.998968,25,0,0,0
0,1,1,1,1,1,28,1.349,1.180076,0.1256108,0.1256505,4.996843,0.05733635,0.9789455,0.347528,0.002710947,0.06111046,0.9981273,-0.03021674,0.004825407,0.1137235,0.9930412,0.06997019,1.263739,4.999104,18,0,0,0
0,1,1,1,1,1,29,1.391,1.180076,0.1256108,0.1256505,4.996843,0.05701385,0.9794049,0.3469185,0.003849262,0.06238445,0.9980448,-0.03078569,0.005464097,0.1137322,0.9930193,0.07495581,1.270188,4.998946,18,0,0,0
0,1,1,1,1,1,30,1.447,1.180076,0.1256108,0.1256505,4.996843,0.05627181,0.9799605,0.3460032,-0.0001651444,0.06237227,0.998053,-0.03100758,0.003472714,0.1138752,0.993005,0.05550187,1.270757,4.999191,17,0,0,0
