manual_click,small_target,small_area,method,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,cursor_x,cursor_y,cursor_z,inferred_idx,selection,success,wrong
1,1,1,1,1,1,1,0.0,1.233598,-0.2512216,0.0,4.993685,0.118258,0.7102732,0.303208,-0.02350671,0.1157366,0.9930018,0.05878564,-0.006585829,-0.3063735,-0.9500716,0.007076688,1.25768,4.999876,-1,0,0,0
1,1,1,1,1,1,2,0.014,1.233598,-0.2512216,0.0,4.993685,0.1102236,0.6795599,0.3121153,-0.02465944,-0.1521188,0.9880545,-0.06721131,0.03814929,-0.3470635,-0.9346519,-0.003009513,-0.01895076,4.849139,-1,0,0,0
1,1,1,1,1,1,3,0.054,1.233598,-0.2512216,0.0,4.993685,0.1114246,0.6818725,0.3122005,-0.01920802,-0.1440919,0.9893779,-0.06466091,0.03361588,-0.3390817,-0.93793,0.02315883,0.01973343,4.858645,-1,0,0,0
1,1,1,1,1,1,4,0.11,1.233598,-0.2512216,0.0,4.993685,0.1128685,0.6820037,0.3130137,-0.00725428,-0.1373555,0.9904953,-0.06345052,0.02695188,-0.3410612,-0.93751,0.07952686,0.05069882,4.865468,-1,0,0,0
1,1,1,1,1,1,5,0.167,1.233598,-0.2512216,0.0,4.993685,0.1142842,0.6915998,0.3126398,-0.002578698,-0.04710399,0.9988866,-0.0218313,0.008947802,-0.3280055,-0.9443811,0.1023233,0.4731151,4.945823,46,0,0,0
1,1,1,1,1,1,6,0.208,1.233598,-0.2512216,0.0,4.993685,0.1140941,0.6979405,0.3103192,-0.02039353,-0.01661559,0.9996539,-0.004825266,0.01223684,-0.3031904,-0.9528392,0.01910988,0.6205522,4.966274,45,0,0,0
1,1,1,1,1,1,7,0.264,1.233598,-0.2512216,0.0,4.993685,0.1105828,0.7071567,0.3043527,-0.06154203,0.06885863,0.9957264,0.04200807,0.01929044,-0.2941195,-0.9546502,-0.1792628,1.031461,4.993942,30,0,0,0
1,1,1,1,1,1,8,0.305,1.233598,-0.2512216,0.0,4.993685,0.1089009,0.7117813,0.3007406,-0.07960448,0.0951829,0.9922718,0.05693549,0.02494885,-0.2791877,-0.9582224,-0.2675084,1.161853,4.992692,22,0,0,0
1,1,1,1,1,1,9,0.361,1.233598,-0.2512216,0.0,4.993685,0.1081309,0.7098968,0.2996815,-0.08773807,0.08564448,0.9924551,0.05370389,0.02980536,-0.2861801,-0.9562053,-0.3065052,1.114639,4.989867,29,0,0,0
1,1,1,1,1,1,10,0.417,1.233598,-0.2512216,0.0,4.993685,0.1095227,0.7092971,0.3012128,-0.07226349,0.08570182,0.9936967,0.05157818,0.02216591,-0.2899383,-0.9553974,-0.2317374,1.114019,4.993887,29,0,0,0
