small_target,small_area,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,selection,success,wrong
0,1,1,1,1,0.0,1.805645,0.1254918,-0.2512217,4.992108,0.1550035,0.6403627,0.1779545,-0.02863349,-0.1288983,0.9912444,0.06077123,-0.02616644,0.1864756,0.980229,0,0,0
0,1,1,1,2,0.027,1.805645,0.1254918,-0.2512217,4.992108,0.1547181,0.6397406,0.1778106,-0.02608686,-0.1361202,0.9903488,0.06450943,-0.02577063,0.1891016,0.9794973,0,0,0
0,1,1,1,3,0.069,1.805645,0.1254918,-0.2512217,4.992108,0.1547929,0.6395789,0.1777077,-0.02567243,-0.1351549,0.9904919,0.06405476,-0.02551601,0.1897497,0.9794085,0,0,0
0,1,1,1,4,0.125,1.805645,0.1254918,-0.2512217,4.992108,0.1551794,0.6393988,0.177874,-0.02283513,-0.138306,0.9901263,0.06587739,-0.02443445,0.189909,0.9792843,0,0,0
0,1,1,1,5,0.166,1.805645,0.1254918,-0.2512217,4.992108,0.15542,0.639412,0.177974,-0.02450387,-0.1409599,0.989712,0.06706496,-0.02542209,0.1885835,0.9794346,0,0,0
0,1,1,1,6,0.222,1.805645,0.1254918,-0.2512217,4.992108,0.1552996,0.6405363,0.1775235,-0.02730836,-0.1331035,0.9907259,0.06290397,-0.02607995,0.189077,0.9795982,0,0,0
0,1,1,1,7,0.278,1.805645,0.1254918,-0.2512217,4.992108,0.1558432,0.6477045,0.1756649,-0.03218645,-0.0655029,0.9973332,0.02960216,-0.02138081,0.167882,0.9851306,0,0,0
0,1,1,1,8,0.32,1.805645,0.1254918,-0.2512217,4.992108,0.1566167,0.6545484,0.174797,-0.02276791,-0.01932867,0.9995539,0.007818921,-0.01272431,0.1522652,0.9882268,0,0,0
0,1,1,1,9,0.375,1.805645,0.1254918,-0.2512217,4.992108,0.1570661,0.6629494,0.1738949,-0.0137669,0.03460846,0.9993061,-0.01812919,-0.004274458,0.1464962,0.9890358,0,0,0
0,1,1,1,10,0.417,1.805645,0.1254918,-0.2512217,4.992108,0.157177,0.6671815,0.1742587,-0.01525405,0.04795145,0.9987332,-0.02483973,-0.004049181,0.145832,0.9889891,0,0,0
