manual_click,small_target,small_area,method,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,cursor_x,cursor_y,cursor_z,inferred_idx,selection,success,wrong
0,1,0,4,1,1,1,0.0,1.314365,0.5112213,-1.039559,4.863946,-0.01109145,0.8205023,0.02336954,0.008156101,0.06451254,0.9978836,-0.03129128,0.008892323,0.1504661,0.9880798,0.0295811,1.142211,4.999578,-1,0,0,0
0,1,0,4,1,1,2,0.023,1.314365,0.5112213,-1.039559,4.863946,-0.01136272,0.8208219,0.02276891,0.004876395,0.0684807,0.9976406,-0.03351108,0.007532995,0.149377,0.9881836,0.01296485,1.162461,4.999843,-1,0,0,0
0,1,0,4,1,1,3,0.061,1.314365,0.5112213,-1.039559,4.863946,-0.01203212,0.8213398,0.02141009,-0.005878619,0.07082868,0.9974712,-0.0354808,0.002350832,0.1483235,0.9882994,-0.04137217,1.174844,4.999765,-1,0,0,0
0,1,0,4,1,1,4,0.118,1.314365,0.5112213,-1.039559,4.863946,-0.01282926,0.8219264,0.0203312,-0.01424119,0.0801066,0.9966846,-0.04070033,-0.001096062,0.1483423,0.9880976,-0.0839708,1.222097,4.999246,-1,0,0,0
0,1,0,4,1,1,5,0.161,1.314365,0.5112213,-1.039559,4.863946,-0.01243642,0.8221119,0.02028837,-0.01108386,0.08199228,0.9965713,-0.04140064,0.0005678729,0.1474158,0.9882076,-0.06781453,1.231768,4.999439,-1,0,0,0
0,1,0,4,1,1,6,0.215,1.314365,0.5112213,-1.039559,4.863946,-0.01233939,0.8220151,0.02023719,-0.01125288,0.0812501,0.9966302,-0.04104525,0.0004214557,0.1472264,0.9882507,-0.06855936,1.227945,4.999452,-1,0,0,0
0,1,0,4,1,1,7,0.271,1.314365,0.5112213,-1.039559,4.863946,-0.01238561,0.8209041,0.02057049,-0.01031673,0.07787285,0.9969099,-0.03930086,0.0006951564,0.1487308,0.9880962,-0.06391196,1.209836,4.999581,-1,0,0,0
0,1,0,4,1,1,8,0.311,1.314365,0.5112213,-1.039559,4.863946,-0.01218191,0.8195846,0.02120123,-0.007289632,0.07022558,0.9975045,-0.03528666,0.001612937,0.1484657,0.9882865,-0.04856395,1.170075,4.999675,-1,0,0,0
0,1,0,4,1,1,9,0.367,1.314365,0.5112213,-1.039559,4.863946,-0.01073581,0.8126233,0.02570751,0.03533344,0.02681499,0.9990157,-0.01007127,0.01976577,0.1769564,0.9839687,0.1648714,0.9458938,4.990816,-1,0,0,0
0,1,0,4,1,1,10,0.423,1.314365,0.5112213,-1.039559,4.863946,-0.005397577,0.8056318,0.032657,0.08687267,-0.0366485,0.9955451,0.02570518,0.03958154,0.175643,0.983322,0.4235827,0.6246603,4.948693,-1,0,0,0
0,1,0,4,1,1,11,0.462,1.314365,0.5112213,-1.039559,4.863946,-0.001520449,0.8017614,0.0363485,0.09304726,-0.07888198,0.992532,0.04647964,0.03966895,0.1601022,0.9852073,0.4560011,0.4138918,4.916716,-1,0,0,0
0,1,0,4,1,1,12,0.518,1.314365,0.5112213,-1.039559,4.863946,0.0009842343,0.7991115,0.03791174,0.1067352,-0.08149906,0.9909417,0.04934035,0.04576753,0.1696064,0.9832113,0.5254713,0.3986325,4.90731,-1,0,0,0
0,1,0,4,1,1,13,0.558,1.314365,0.5112213,-1.039559,4.863946,0.001340828,0.8000805,0.03734582,0.1028666,-0.0752031,0.9918482,0.04574207,0.04453691,0.1663468,0.9839984,0.5071399,0.4303039,4.914303,-1,0,0,0
0,1,0,4,1,1,14,0.615,1.314365,0.5112213,-1.039559,4.863946,0.002053048,0.7995429,0.03767956,0.108759,-0.08374359,0.9905344,0.05058141,0.04662936,0.1686404,0.983274,0.5364099,0.3880923,4.904393,-1,0,0,0
