manual_click,small_target,small_area,method,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,cursor_x,cursor_y,cursor_z,inferred_idx,selection,success,wrong
1,0,0,0,1,1,1,0.0,1.337514,0.5112213,1.039559,4.863946,0.04788535,0.852764,0.06759357,-0.01039671,0.04747709,0.9988182,0.02362939,0.005704623,0.02129929,-0.9994776,-0.00344285,1.087157,4.998725,-1,0,0,0
1,0,0,0,1,1,2,0.055,1.337514,0.5112213,1.039559,4.863946,0.05023231,0.8644614,0.06095022,0.004675278,0.0835692,0.996491,0.04186973,-0.001192068,0.02739604,-0.9987467,0.07339963,1.27857,4.998844,-1,0,0,0
1,0,0,0,1,1,3,0.096,1.337514,0.5112213,1.039559,4.863946,0.05089525,0.8694564,0.05697001,0.003041677,0.09236116,0.9957209,0.0462545,-0.0002402341,0.0276936,-0.9985458,0.06598864,1.327771,4.997932,-1,0,0,0
1,0,0,0,1,1,4,0.152,1.337514,0.5112213,1.039559,4.863946,0.05028393,0.8723612,0.05255373,-0.008880335,0.09242111,0.9956804,0.04616506,0.005346252,0.01947993,-0.9987296,0.006173786,1.331433,4.998269,-1,0,0,0
1,0,0,0,1,1,5,0.194,1.337514,0.5112213,1.039559,4.863946,0.05086739,0.8732237,0.05038782,-0.003832476,0.09282128,0.9956754,0.04642542,0.002641087,0.01554478,-0.9987974,0.03182308,1.33447,4.99809,-1,0,0,0
1,0,0,0,1,1,6,0.249,1.337514,0.5112213,1.039559,4.863946,0.05161611,0.8728826,0.0493446,0.0008209475,0.07870341,0.9968978,0.0393843,9.00075e-05,0.01270568,-0.9991434,0.0556924,1.263672,4.999284,-1,0,0,0
1,0,0,0,1,1,7,0.292,1.337514,0.5112213,1.039559,4.863946,0.05309222,0.8753252,0.04791631,0.001362178,0.09117746,0.9958338,0.04564103,0.0001779805,0.01881755,-0.9987807,0.0598633,1.328549,4.997989,-1,0,0,0
1,0,0,0,1,1,8,0.347,1.337514,0.5112213,1.039559,4.863946,0.05905008,0.8845284,0.04416374,0.03109529,0.1498429,0.9882208,0.07568216,-0.01272198,0.03795321,-0.9963282,0.2142555,1.632437,4.976655,-1,0,0,0
1,0,0,0,1,1,9,0.403,1.337514,0.5112213,1.039559,4.863946,0.06562282,0.8942823,0.03978054,0.06890275,0.1980077,0.9777757,0.101052,-0.03001064,0.04591469,-0.9933679,0.4106327,1.885747,4.9357,-1,0,0,0
1,0,0,0,1,1,10,0.444,1.337514,0.5112213,1.039559,4.863946,0.06801668,0.8995894,0.03696926,0.07595935,0.2256604,0.9712402,0.1151661,-0.03341659,0.04197317,-0.9918963,0.4491166,2.031763,4.909833,-1,0,0,0
1,0,0,0,1,1,11,0.5,1.337514,0.5112213,1.039559,4.863946,0.06955237,0.9038054,0.03364382,0.08047892,0.2448049,0.9662265,0.1247278,-0.03646532,0.03289761,-0.9909748,0.4739706,2.133986,4.889071,-1,1,0,0
1,0,0,0,1,1,12,0.542,1.337514,0.5112213,1.039559,4.863946,0.06967945,0.9049927,0.03207618,0.08180761,0.2444458,0.9662058,0.1243802,-0.03777082,0.02788436,-0.9911233,0.4808646,2.133637,4.888465,-1,0,0,0
1,0,0,0,1,1,13,0.597,1.337514,0.5112213,1.039559,4.863946,0.06884851,0.9054797,0.03096805,0.08218741,0.2431657,0.9664966,0.1236688,-0.03818031,0.02626221,-0.991241,0.4819969,2.127851,4.889456,-1,0,0,0
1,0,0,0,1,1,14,0.654,1.337514,0.5112213,1.039559,4.863946,0.06805742,0.9063354,0.02866769,0.09178831,0.2555881,0.9624186,0.1301599,-0.04300087,0.02545541,-0.990233,0.5299557,2.192509,4.871763,-1,0,0,0
1,0,0,0,1,1,15,0.696,1.337514,0.5112213,1.039559,4.863946,0.06790576,0.9067248,0.02794811,0.1026119,0.2636585,0.9591429,0.1344207,-0.04857633,0.02412287,-0.989439,0.5845146,2.234138,4.856841,-1,0,0,0
1,0,0,0,1,1,16,0.751,1.337514,0.5112213,1.039559,4.863946,0.06753741,0.9066945,0.02741762,0.101974,0.2706703,0.9572559,0.1379119,-0.04850113,0.02188873,-0.9890141,0.5812141,2.27015,4.84943,-1,0,0,0
1,0,0,0,1,1,17,0.793,1.337514,0.5112213,1.039559,4.863946,0.06730194,0.9066929,0.02742594,0.1027092,0.2725446,0.9566453,0.1387232,-0.04932768,0.01854832,-0.988928,0.5847375,2.279737,4.84688,-1,0,0,0
1,0,0,0,1,1,18,0.848,1.337514,0.5112213,1.039559,4.863946,0.06736816,0.9062848,0.0276597,0.104175,0.264327,0.9587903,0.1346431,-0.0497603,0.0211955,-0.989417,0.5919028,2.237205,4.855292,-1,0,0,0
1,0,0,0,1,1,19,0.904,1.337514,0.5112213,1.039559,4.863946,0.06680339,0.9057946,0.027753,0.09902123,0.2566832,0.9614097,0.1305267,-0.04751796,0.01886096,-0.9901258,0.5651982,2.197735,4.866731,-1,0,0,0
1,0,0,0,1,1,20,0.945,1.337514,0.5112213,1.039559,4.863946,0.06606846,0.9053438,0.027582,0.09412678,0.2597036,0.9610901,0.1319657,-0.04516626,0.01777621,-0.9900652,0.5399765,2.212895,4.866464,14,0,0,0
1,0,0,0,1,1,21,0.987,1.337514,0.5112213,1.039559,4.863946,0.06485515,0.9042827,0.02723558,0.08625404,0.2626355,0.9610322,0.1332949,-0.04142914,0.01581981,-0.9900838,0.4993047,2.227141,4.86782,14,1,1,0
1,0,0,0,1,2,1,0.0,1.337514,0.0,1.039559,4.890738,0.04416336,0.8715425,0.04195707,-0.007110776,0.05457133,0.9984846,0.02731433,0.003413171,-0.00525577,-0.9996073,0.008856725,1.142502,4.999661,-1,0,0,0
