small_target,small_area,block_idx,trial_idx,time_step,time_elapsed,eye_height,target_pos_x,target_pos_y,target_pos_z,position_x,position_y,position_z,direction_x,direction_y,direction_z,rotation_x,rotation_y,rotation_z,rotation_w,selection,success,wrong
1,1,1,1,1,0.0,1.428139,-0.1254918,-0.2512217,4.992108,0.00836971,0.8939362,0.2185138,0.001880871,-0.1851915,0.9827006,0.09286415,0.005091607,-0.04440958,0.9946748,0,0,0
1,1,1,1,2,0.013,1.428139,-0.1254918,-0.2512217,4.992108,0.00828818,0.8934854,0.218688,-0.002031513,-0.1863558,0.9824802,0.09354157,0.003139823,-0.0442446,0.9946269,0,0,0
1,1,1,1,3,0.054,1.428139,-0.1254918,-0.2512217,4.992108,0.007901696,0.893168,0.2188598,0.003628894,-0.1878245,0.9821959,0.09418482,0.00559166,-0.03979219,0.9947434,0,0,0
1,1,1,1,4,0.11,1.428139,-0.1254918,-0.2512217,4.992108,0.00781545,0.8927612,0.2191002,0.003098895,-0.1896468,0.9818475,0.09510656,0.005567967,-0.04193479,0.9945679,0,0,0
1,1,1,1,5,0.152,1.428139,-0.1254918,-0.2512217,4.992108,0.007727182,0.8927864,0.2190974,0.0009768629,-0.1884629,0.9820798,0.09455501,0.004408866,-0.04121279,0.9946564,0,0,0
1,1,1,1,6,0.207,1.428139,-0.1254918,-0.2512217,4.992108,0.007398218,0.8961236,0.2176254,-0.006404253,-0.1644666,0.9863619,0.08257761,7.459521e-05,-0.03967671,0.9957945,0,0,0
1,1,1,1,7,0.263,1.428139,-0.1254918,-0.2512217,4.992108,0.006815775,0.9059098,0.2119216,-0.009566803,-0.07230892,0.9973364,0.03635727,-0.003154099,-0.04495921,0.9983221,0,0,0
1,1,1,1,8,0.305,1.428139,-0.1254918,-0.2512217,4.992108,0.005551538,0.9127183,0.2079762,-0.0284318,-0.02991981,0.9991478,0.01566696,-0.01343945,-0.05085297,0.9984928,0,0,0
1,1,1,1,9,0.361,1.428139,-0.1254918,-0.2512217,4.992108,0.003914969,0.9195518,0.2041847,-0.01788928,0.01579231,0.9997153,-0.007564049,-0.009228288,-0.03659534,0.9992589,0,0,0
1,1,1,1,10,0.403,1.428139,-0.1254918,-0.2512217,4.992108,0.00290996,0.9228506,0.2024624,-0.03291696,0.01831467,0.9992903,-0.008482423,-0.01682001,-0.04063153,0.9989966,0,0,0
